id_left,title_left,category_left,description_left,id_right,title_right,category_right,description_right
17557383," ""Crucial 8GB Single DDR3L 1600 MT/s (PC3L-12800) SODIMM 204-Pin Laptop Memory (CT102464BF160B)""@en-US ""Printers & Accessories | Office Outlet Express""@en-US",Computers_and_Accessories,"""In short, 204-pin small outline dual inline memory modules (SODIMMs) are the form factor used to provide DDR3 memory modules for notebook computers and other small form factor computing platforms. 204-pin SODIMMs are currently available in PC3-8500 (DDR3 1066MHz) and PC3-10600 (DDR3 1333MHz) speeds.""@en-US ",10575106," ""341-1237 Dell 36-GB U320 SCSI HP 15K w/9D988"", ""Null"" ""New 341-1237 w/9D988 5 Pack Wholesale Price 341-1237-5Pack""",Computers_and_Accessories,"""Description:5 x 36GB Ultra320 3.5-inch SCSI Hot-Plug 15K Dell Hard Drive in Dell 9D9883.5-inch Hot-Plug Hard Drive Tray (as pictured)Genuine Dell serial number and firmwareGenuine Dell Certified Enterprise Class Hard DrivePart Number(s)Manufacturer Part# 341-1237"" "
17557383," ""Crucial 8GB Single DDR3L 1600 MT/s (PC3L-12800) SODIMM 204-Pin Laptop Memory (CT102464BF160B)""@en-US ""Printers & Accessories | Office Outlet Express""@en-US",Computers_and_Accessories,"""In short, 204-pin small outline dual inline memory modules (SODIMMs) are the form factor used to provide DDR3 memory modules for notebook computers and other small form factor computing platforms. 204-pin SODIMMs are currently available in PC3-8500 (DDR3 1066MHz) and PC3-10600 (DDR3 1333MHz) speeds.""@en-US ",2997039," ""483403-B21 HP 8GB (2x4GB) PC2-5300 LP SDRAM Kit"" ""Null""",Computers_and_Accessories," ""Description:Genuine HPE 8GB (2x4GB) Registered PC2-5300Low Power Dual-Rank SDRAM Memory KitPart Number(s) Option Part# 483403-B21 (2 x 4GB modules) Assembly 487005-061 (1 - 2 per kit)"""
17557383," ""Crucial 8GB Single DDR3L 1600 MT/s (PC3L-12800) SODIMM 204-Pin Laptop Memory (CT102464BF160B)""@en-US ""Printers & Accessories | Office Outlet Express""@en-US",Computers_and_Accessories,"""In short, 204-pin small outline dual inline memory modules (SODIMMs) are the form factor used to provide DDR3 memory modules for notebook computers and other small form factor computing platforms. 204-pin SODIMMs are currently available in PC3-8500 (DDR3 1066MHz) and PC3-10600 (DDR3 1333MHz) speeds.""@en-US ",4265077," ""Kingston 16GB DataTraveler microDuo 3C DTDUO3C/16GB Flash Drive USB 3.1 Type-C r100MB/s w10MB/s""",Computers_and_Accessories," ""16GB Kingston DataTraveler microDUO 3C USB 3.1 Flash Memory Drive with Dual interface accommodates Type-A and Type-C ports capless ultra-small form factor design up to 100MB/s Read 10MB/s Write for Mac PC 5V self powered Plug Play- Hot Swappable- external media- portable drive 29.94mm x 16.6mm 8.44mm"""
17557363," ""Acer Aspire ES1-132-P194 - Business Notebook ""@de "" Acer Notebooks: Ausgezeichnete Modelle f�rs Gaming",Computers_and_Accessories,"""
												                                            Intel Pentium N4200 (4x 1,1GHz), 4GB RAM, 500GB HDD, Intel HD Graphics, Windows 10 Home 64-Bit
                                
														""@de ",3602727," ""497765-B21 HP 4GB (2x2GB) PC2-6400 SDRAM Kit"" ""Null""",Computers_and_Accessories," ""Description:Genuine HPE 4GB (2x2GB) Registered PC2-6400Single-Rank SDRAM Memory KitPart Number(s) Option Part# 497765-B21 (2 x 2GB)"""
17557363," ""Acer Aspire ES1-132-P194 - Business Notebook ""@de "" Acer Notebooks: Ausgezeichnete Modelle f�rs Gaming",Computers_and_Accessories,"""
												                                            Intel Pentium N4200 (4x 1,1GHz), 4GB RAM, 500GB HDD, Intel HD Graphics, Windows 10 Home 64-Bit
                                
														""@de ",1082963," ""361040-B21-HP Slim DVD DL145"" ""Null""",Computers_and_Accessories," ""Description:Slim DVD Option Kit for the Proliant DL145 Part# 361040-B21 """
17557363," ""Acer Aspire ES1-132-P194 - Business Notebook ""@de "" Acer Notebooks: Ausgezeichnete Modelle f�rs Gaming",Computers_and_Accessories,"""
												                                            Intel Pentium N4200 (4x 1,1GHz), 4GB RAM, 500GB HDD, Intel HD Graphics, Windows 10 Home 64-Bit
                                
														""@de ",17030095," ""DP 1.2 to HDMI 1.4 (Active) Convertor Cable From Startech""@en Startech LN69828 - DP2HD4KS | SCAN UK""@en",Other_Electronics,"""Startech DisplayPort 1.2 to HDMI 4K Audio / Video Converter cable - DP 1.2 to HDMI Active Adapter for Desktop PC/Laptops ""@en "
17557334," ""Speck SeeThru MacBook Air 13"" - notebook hardshell case"" "" Speck case 71482-B189 Sleeve/Shuttle Notebook Cases CDW.com",Computers_and_Accessories,"""SeeThru is a hardshell case that is designed to take an impact - and make one. The form-fitting hardshell keeps scuffs and scratches at bay for on-the-go protection. Its sleek design features a lightweight two-piece design that's easy to put on and remove. Plus, rubberized feet add stability to prevent sliding and tilting so your laptop stays grounded."" ",14690823," ""SeeThru MacBook 12"" Cases""@en",Computers_and_Accessories,"""

  .feature-tab { background-color: #fff; padding: 1em 2em 3em; }
  .feature-tab h3 { font-size: 1.8em; margin: 0.5em 0; line-height: 1.2; }
  .feature-tab h4 { font-size: 1.4em; margin: 1.5em 0 0.5em; }
  .feature-tab ul { padding-left: 1em; }
  .feature-tab li { line-height: 1.4; margin-top: 0.7em; list-style-type: disc; }
  .feature-tab li:first-of-type { margin-top: 0; }
  .feature-tab p { line-height: 1.4; padding: 0.5em 0; font-size: 1.2em; }
  .feature-tab li, .feature-tab p { color: #444; }
  .feature-tab a, .feature-tab p a { color: #09c; }
  .pt_product-details .product-detail-wrapper .product-detail-back .tab-content-new { padding: 0; }



SeeThru® fits MacBook 12"" (2015 and 2017 models).
SeeThru is the #1 bestselling hardshell case for MacBook* and is designed to take an impact – and make one.

The form-fitting hardshell on our SeeThru MacBook 12"" case keeps scuffs and scratches at bay for on-the-go protection. Its sleek design features a lightweight two-piece design that’s easy to put on and remove. Plus, rubberized feet add stability to prevent sliding and tilting so your MacBook 12"" stays grounded. Our Onyx Black color option features a textured, scratch-resistant matte finish that resists scratches, fingerprints, and smudges while providing your MacBook 12"" with a comfortable grip.

Like all of our products, this MacBook 12"" case has been lab-tested against extreme temperatures, cracks, chemicals, and abrasions.

Speck makes products that are designed for impact to protect the tech you rely on. With a balance of slim lines and military-grade protection, we provide a difference you can see and feel.

*#1 Best-Selling HardShell MacBook Brand. NPD Laptop Cases. 2012-2016. 

""@en "
17516702," ""Corsair XMS3 - DDR3 4 GB: 2 x GB DIMM 240-pin"" "" Corsair 240-pin TW3X4G1333C9A System Memory (RAM) CDW.com",Computers_and_Accessories,"""The XMS3 family is Corsair's mainstream line of performance DDR3 memory. These modules allow users to experience outstanding memory performance and stability."" ",8309583," ""497765-B21 HP 4GB (2x2GB) PC2-6400 SDRAM Kit"", ""Null"" Price 497765-B21"" ""New 497765-B21 Kit Wholesale",Computers_and_Accessories,"""Description:Genuine HPE 4GB (2x2GB) Registered PC2-6400Single-Rank SDRAM Memory KitPart Number(s)
Option Part# 497765-B21 (2 x 2GB)"" "
17472694," ""HP 340743-B22 20/40-GB Int SCSI DLT"", ""Null"" Price 340743-B22"" DLT Wholesale HP",Computers_and_Accessories,"""Description:20/40GB DLT 4000 Drive (Opal color) -  Model DLT4000E - Narrow Single-Ended SCSI-2 Internal Drive - 5.25-inch form factor  full-height - (Worldwide)Part Number(s)
Option Part# 340743-B22  "" ",7837738," ""340743-B22 HP 20/40 DLT Int Tape Drive"", ""Null"" Drive Wholesale 340743-B22 Price 340743-B22""",Computers_and_Accessories,"""Description:20/40 DLT Internal Tape DrivePart Number(s)
Option Part# 340743-B22"" "
17462083," ""INFINEON 127005-031 ACD 256MB 168p PC133 CL3 18c 32x4 1Rx4 3.3V ECC RDIMM RFB""",Computers_and_Accessories," ""127005-031 ACD 256MB 168p PC133 CL3 18c 32x4 1Rx4 3.3V ECC RDIMM RFB""",10998065," ""127005-031 HP 256MB SDRAM MEMORY"", ""Null"" Price 127005-031"" ""New 127005-031 MEMORY Wholesale",Computers_and_Accessories,"""Description:HP 256MB SDRAM MemoryPart Number(s)
Hewlett-Packard Part# 127005-031
"" "
17462083," ""INFINEON 127005-031 ACD 256MB 168p PC133 CL3 18c 32x4 1Rx4 3.3V ECC RDIMM RFB""",Computers_and_Accessories," ""127005-031 ACD 256MB 168p PC133 CL3 18c 32x4 1Rx4 3.3V ECC RDIMM RFB""",-10998065," ""127005 00031 HP 256MbB SDRAM MEMORY"", ""Null"" Price 127005 00031"" ""New 127005 00031 MEMORY Wholesale",Computers_and_Accessories,"""Description:HP 256MbB SDRAM MemoryPart Number(s)
Hewlett-Packard Part# 127005 00031
"" "
17354277," ""MEADR523PA0101-08A1 BPE 2GB 200p PC2-5300 CL5 16c 128x8 DDR2-667 2Rx8 1.8V SODIMM""",Computers_and_Accessories," ""MEADR523PA0101-08A1 BPE 2GB 200p PC2-5300 CL5 16c 128x8 DDR2-667 2Rx8 1.8V SODIMM""",5046280," ""Kingston KVR667D2S5/2G BPE 2GB 200p PC2-5300 CL5 16c 128x8 DDR2-667 2Rx8 1.8V SODIMM China Retail""",Computers_and_Accessories," ""KVR667D2S5/2G BPE 2GB 200p PC2-5300 CL5 16c 128x8 DDR2-667 2Rx8 1.8V SODIMM China Retail"""
17336909," ""Samsung/transce MT2GS16T1288667 BPE 2GB 200p PC2-5300 CL5 16c 128x8 DDR2-667 2Rx8 1.8V SODIMM RFB""",Computers_and_Accessories," ""MT2GS16T1288667 BPE 2GB 200p PC2-5300 CL5 16c 128x8 DDR2-667 2Rx8 1.8V SODIMM RFB""",11377378," ""Samsung/Kingsto KVR667D2S5/2G BPE 2GB 200p PC2-5300 CL5 16c 128x8 DDR2-667 2Rx8 1.8V SODIMM RFB""",Computers_and_Accessories," ""KVR667D2S5/2G BPE 2GB 200p PC2-5300 CL5 16c 128x8 DDR2-667 2Rx8 1.8V SODIMM RFB"""
17316881," ""Lenovo ThinkPad - solid state drive 512 GB PCI Express 3.0 x4 (NVMe)"" "" Lenovo (NVMe) 4XB0K48502 Solid State Drives (SSDs) CDW.com",Computers_and_Accessories,"""The ThinkPad 512GB PCIE NVMe SSD with M.2 form factor, high speed with PCIE-NVMe interface , it is the best choice to upgrade your ThinkPad systems."" ",13277896," ""Samsung 960 EVO MZ-V6E500BW - solid state drive 500 GB PCI Express 3.0 "" Samsung Solid State Drives (SSDs) CDW.com",Computers_and_Accessories,"""Discover the next advance in PC performance with our high-performance, highly reliable 960 EVO Series NVMe M.2 SSDs. The combination of Non-Volatile Memory Express (NVMe) with a new Polaris controller outperforms our SATA SSDs with exceptionally fast read/write speeds, and Samsung TurboWrite technology accelerates write speeds even further. Samsung's Magician software solution provides advanced functionality for you to manage, monitor and maintain your drive."" "
17316881," ""Lenovo ThinkPad - solid state drive 512 GB PCI Express 3.0 x4 (NVMe)"" "" Lenovo (NVMe) 4XB0K48502 Solid State Drives (SSDs) CDW.com",Computers_and_Accessories,"""The ThinkPad 512GB PCIE NVMe SSD with M.2 form factor, high speed with PCIE-NVMe interface , it is the best choice to upgrade your ThinkPad systems."" ",5271147," ""OCZ RD400A - solid state drive 128 GB PCI Express 3.1 x4 (NVMe)"" "" OCZ (NVMe) RVD400-M22280-128G-A Solid State Drives (SSDs) CDW.com",Computers_and_Accessories,"""The OCZ RD400A NVM Express M.2 solid state drive series are designed to propel high-end computing into a new realm of possibility. The OCZ RD400A PCIe Gen3 x4 outperforms SATA SSDs by over 4.5 times in sequential read, and over 3 times in sequential write performance so your system won't be deprived of the storage bandwidth your data-intensive workload requires. The OCZ RD400's next generation NVMe interface provides a more responsive PC experience with shorter storage latency than that of today's traditional hard disk drives and SATA SSDs. Along with high performance, the OCZ RD400 is designed for mobile, desktop, or workstation applications."" "
17316881," ""Lenovo ThinkPad - solid state drive 512 GB PCI Express 3.0 x4 (NVMe)"" "" Lenovo (NVMe) 4XB0K48502 Solid State Drives (SSDs) CDW.com",Computers_and_Accessories,"""The ThinkPad 512GB PCIE NVMe SSD with M.2 form factor, high speed with PCIE-NVMe interface , it is the best choice to upgrade your ThinkPad systems."" ",-11999634," ""Think Padd 512 GB P CIe-NVMe (3x4) M.2 SSD""@en SSD | Storage Lenovo New Zealand""@en",Computers_and_Accessories,
17316881," ""Lenovo ThinkPad - solid state drive 512 GB PCI Express 3.0 x4 (NVMe)"" "" Lenovo (NVMe) 4XB0K48502 Solid State Drives (SSDs) CDW.com",Computers_and_Accessories,"""The ThinkPad 512GB PCIE NVMe SSD with M.2 form factor, high speed with PCIE-NVMe interface , it is the best choice to upgrade your ThinkPad systems."" ",1555620," ""Lenovo - solid state drive 180 GB M.2 Card"" "" Lenovo Card 4XB0H30209 Solid State Drives (SSDs) CDW.com",Computers_and_Accessories,"""The ThinkPad 180GB M.2 SATA OPAL Solid State Drive is for ThinkPad X1 Carbon, with M.2 (22mm*80mm*73mm) form factor, high speed with SATA 6.0Gbps interface, unique supports X1 carbon."" "
17316881," ""Lenovo ThinkPad - solid state drive 512 GB PCI Express 3.0 x4 (NVMe)"" "" Lenovo (NVMe) 4XB0K48502 Solid State Drives (SSDs) CDW.com",Computers_and_Accessories,"""The ThinkPad 512GB PCIE NVMe SSD with M.2 form factor, high speed with PCIE-NVMe interface , it is the best choice to upgrade your ThinkPad systems."" ",11999634," ""ThinkPad 512 GB PCIe-NVMe (3x4) M.2 SSD""@en SSD | Storage Lenovo New Zealand""@en",Computers_and_Accessories,
17316881," ""Lenovo ThinkPad - solid state drive 512 GB PCI Express 3.0 x4 (NVMe)"" "" Lenovo (NVMe) 4XB0K48502 Solid State Drives (SSDs) CDW.com",Computers_and_Accessories,"""The ThinkPad 512GB PCIE NVMe SSD with M.2 form factor, high speed with PCIE-NVMe interface , it is the best choice to upgrade your ThinkPad systems."" ",12687605," ""Samsung 960 PRO MZ-V6P2T0BW - solid state drive 2 TB PCI Express 3.0 x4"" "" Samsung x4 Solid State Drives (SSDs) CDW.com",Computers_and_Accessories,"""Experience unprecedented performance with our high-capacity, highly reliable 960 PRO Series NVMe M.2 SSDs designed for heavy workloads and engineering applications. Non-Volatile Memory Express (NVMe) outperforms our SATA SSDs with exceptionally fast read/write speeds. Samsung's Magician advanced software solution provides professional management, monitoring and maintenance with automatic updates."" "
